x,y,size_bin,300x_bin,TR_cnt_bin,clusterLabel,PC-1,Size
7.054647946243691,-10.496294744101663,20-49,50-100,0-1,2,69,24
-11.567501483657267,-7.682491065318791,20-49,100-250,,4,136,24
-1.1269718650661664,14.903796388666063,50-99,,,-1,0,99
1.8061849318124648,7.924186797842598,100-299,0-50,0-1,10,2,130
-13.652887320212082,-7.926324979584683,20-49,100-250,,4,148,21
1.5524926355187794,0.9523760252746869,20-49,250-500,,-1,257,44
-2.9168562361221886,7.163616022160323,20-49,0-50,,19,47,45
7.588676105786956,-10.554895524915462,,50-100,0-1,2,53,20
7.487844023279634,-10.986909479420524,20-49,100-250,0-1,2,102,50
8.406311888027728,-10.698116198272919,20-49,50-100,0-1,2,85,45
-8.445782892594421,9.335677195942,20-49,250-500,,-1,281,44
-1.6373596499762377,15.460241736919876,50-99,,0-1,0,0,61
0.7889496467996261,10.02914027820973,100-299,0-50,5-10,10,3,252
3.4853663158586077,-2.8556011033359994,20-49,100-250,0-1,23,168,25
-5.270806812252881,4.771080002274508,50-99,100-250,2-3,30,170,60
9.581888139727342,-7.550124597906522,300-399,100-250,0-1,44,212,318
4.689455566662392,-1.3811400397385183,50-99,100-250,0-1,41,187,53
-13.384663847844509,-5.432421694218195,20-49,50-100,0-1,4,70,33
1.712094072409435,-4.146670839824581,50-99,50-100,0-1,24,76,91
-0.5550565590412092,5.252135128255697,20-49,0-50,,-1,18,45
-6.296437525522096,-6.287707001965881,20-49,50-100,0-1,3,90,45
0.8055622467231613,5.624736941312533,300-399,0-50,5-10,35,1,345
1.6311990621750025,8.360907226824038,20-49,0-50,0-1,10,1,22
3.9448578493385646,-12.69829285784328,20-49,50-100,0-1,2,75,24
2.043064652786102,-9.801955083128306,20-49,50-100,0-1,48,77,35
-12.702100967176337,-4.806545138284438,20-49,100-250,0-1,4,102,32
-8.272951449774254,-6.872663864230191,50-99,50-100,,34,95,71
-13.182699697010987,5.191629536212745,20-49,100-250,0-1,8,137,21
4.5252783878751,9.446759922901249,100-299,0-50,,43,6,136
8.746367813811645,-8.584121618054931,300-399,100-250,0-1,-1,207,324
-0.39919066499267103,-3.348802011801243,100-299,100-250,,39,104,101
-8.854352331481827,-5.787741547311519,20-49,100-250,0-1,34,105,23
9.248545268772334,-7.477055895813539,300-399,250-500,1-2,44,304,323
2.6998529177097907,-2.9684379419849916,20-49,100-250,0-1,23,183,26
-11.754910743252985,4.45893476358764,20-49,0-50,,-1,29,23
0.5127981378684106,-8.36946414080018,20-49,50-100,0-1,24,94,29
-12.69458603302689,-8.035551474656527,20-49,100-250,,4,122,24
-12.702438268334316,-8.046925417989161,20-49,100-250,,4,122,25
-15.116043573131078,-4.214427471510861,20-49,100-250,,-1,128,22
-6.683452359957023,8.626770867522865,100-299,250-500,,14,301,167
2.908331143812413,-10.338514256711516,,50-100,0-1,48,87,20
-11.805670735130695,-9.03042258389675,20-49,100-250,,-1,126,23
3.8559719760239872,-1.2291666289685756,20-49,250-500,,23,296,21
5.517617156608659,-12.970290353274244,20-49,100-250,0-1,2,135,23
0.7171915774497626,8.683767524887044,20-49,0-50,1-2,10,6,37
5.800579985791188,3.9091818446506728,300-399,500-1000,1-2,7,527,319
7.236128126605552,3.661749447557962,300-399,250-500,0-1,7,492,324
5.735442357243726,2.1625129581338616,300-399,250-500,0-1,7,390,320
-3.8579430790066036,16.015752132437996,20-49,,,0,0,25
6.931722893095967,-14.686630946281003,20-49,50-100,,2,89,23
1.6346160844610533,10.27261406824474,300-399,0-50,1-2,10,7,319
-5.855899416038422,4.485238789994538,50-99,250-500,0-1,30,284,55
3.1769673934023905,-5.372552045507145,20-49,100-250,0-1,54,170,28
-6.838022371202359,8.262985174595029,50-99,250-500,1-2,14,342,83
-1.3101180876957945,1.827360895475469,100-299,250-500,,47,263,166
-11.900258776553141,-8.73075868048378,100-299,100-250,,-1,132,147
3.1163765486748973,15.026102861107676,50-99,,4-5,66,0,74
3.0241706077541015,-5.429369445680073,,100-250,0-1,54,233,20
-11.998287942504456,-7.663517599228917,20-49,100-250,,4,107,24
2.901901270128666,6.8791807286728135,50-99,0-50,0-1,20,1,94
-9.282042837953414,1.6024359742563339,6000+,100-250,5-10,13,205,7466
0.587026128980767,8.695835695238427,20-49,0-50,,10,4,24
4.576520219133559,8.05503372778289,20-49,0-50,0-1,43,1,24
-11.164334602993724,-6.238561277594655,,50-100,,4,53,20
-5.135147819510905,8.652310118446938,,100-250,,14,229,20
-7.2480082984446375,-10.528789003248793,100-299,50-100,0-1,6,82,196
-3.8823651378882205,0.6448664862124824,100-299,0-50,0-1,26,34,214
1.3853403760135143,5.7167694550829165,1000-5999,0-50,0-1,35,7,1273
0.6998799243209264,14.034443824972566,300-399,,,-1,0,388
11.449576229136158,3.4830171143383963,1000-5999,100-250,4-5,36,238,2574
-3.062469335700195,13.713171983142141,20-49,,,0,0,22
-3.598329546578602,15.807692423003653,20-49,,,0,0,25
5.260747063093279,2.4999273053942637,300-399,250-500,1-2,7,431,318
-5.331211642194291,-0.8663284025792591,300-399,0-50,1-2,22,19,331
-11.677445010024654,4.2966991314458856,50-99,100-250,0-1,-1,123,79
3.6283131930522377,-2.91930541147112,20-49,100-250,0-1,23,232,23
3.031297944779678,9.185736612840438,20-49,0-50,0-1,10,1,24
-12.613195256298733,-5.516250580662161,20-49,100-250,,4,122,30
5.721002969315025,-12.92385671736888,20-49,50-100,0-1,2,92,24
1.2104882775049908,9.262038494042415,,0-50,0-1,10,1,20
-7.1822178831591055,-10.344124751939358,20-49,50-100,,6,56,25
7.080023463354214,-11.854384259518469,20-49,50-100,0-1,2,84,22
-9.350085870947625,-11.394200699519978,20-49,100-250,,6,150,22
-6.615613527618627,8.06894966460126,20-49,250-500,,14,273,36
1.0489179059762188,15.395128167269576,20-49,,0-1,28,0,21
0.5974778136577212,-9.018667290556627,20-49,100-250,0-1,24,144,26
1.2061000152229344,2.0384012413127404,20-49,100-250,0-1,21,185,21
-2.956809954320068,-0.2436702168249116,50-99,0-50,0-1,51,9,78
2.7001312363826147,9.264566016851518,,0-50,0-1,10,1,20
-5.720205505767085,4.548725203180686,20-49,100-250,0-1,30,221,32
0.20765060732428747,-7.126303682864731,20-49,100-250,0-1,24,132,22
3.965287458793434,9.371758929135035,20-49,0-50,0-1,43,1,32
9.56300449488581,-8.34207798028184,100-299,100-250,,44,203,275
-11.709662365963267,-0.5668090954254557,300-399,250-500,1-2,25,262,321
-0.2342236370620767,-8.330167823156913,50-99,100-250,2-3,24,153,56
6.657489717501546,3.603920299513071,100-299,500-1000,2-3,7,559,283
-6.726872135548743,-4.181430156551838,20-49,0-50,0-1,-1,36,32
10.259750560566118,0.030726397348256215,20-49,50-100,,-1,78,35
6.216764974057233,4.4495134516815416,300-399,500-1000,1-2,7,544,331
-0.3624227202788318,-3.7241413644315973,20-49,100-250,0-1,39,209,21
-0.25642434615914805,8.347664998176269,20-49,0-50,0-1,10,26,28
-2.2093027560971756,15.72626930496041,50-99,,0-1,0,0,100
0.6865918760249591,0.41478661637651676,20-49,100-250,0-1,15,144,22
9.151358262596343,-3.7791804950953165,100-299,100-250,,-1,142,101
-10.808649505380417,-9.89214247307266,20-49,100-250,,-1,125,39
14.084523799433498,3.8448556558824354,20-49,50-100,0-1,-1,52,50
1.4119281763163831,15.223420849787349,50-99,,0-1,28,0,60
-9.247998615282714,-8.047661294496587,50-99,100-250,0-1,33,148,90
-12.466959851272904,-5.740059411180998,20-49,100-250,0-1,4,139,35
5.378350128588744,-8.966723852786277,20-49,100-250,0-1,31,111,24
7.456541353964031,-10.747352370858502,20-49,100-250,0-1,2,108,42
14.734884549317963,1.259483155731847,20-49,100-250,,12,120,27
14.152342688155858,-0.041806257128076195,,100-250,0-1,12,111,20
6.904223040946821,-7.374290182141213,,50-100,0-1,-1,69,20
1.6231069705429866,15.085504435930154,20-49,,0-1,28,0,26
7.313044788045415,-10.083715232241552,,50-100,,2,69,20
1.2044005863286276,9.371897612630812,400-499,0-50,,10,6,404
5.60522680054595,4.964707287176775,500-999,250-500,0-1,7,437,743
-1.0847505398398696,-0.5725853502620804,20-49,50-100,0-1,-1,69,29
-0.11890387103959284,11.141134427173073,100-299,0-50,0-1,45,1,102
12.361536753787757,-1.9958136125201933,20-49,100-250,,-1,153,28
7.5336943090498245,-3.228569930518122,,500-1000,20-50,-1,912,14
-10.110271870531117,5.064392395037701,20-49,,0-1,29,0,27
0.9668609674957657,-0.5850798949699045,20-49,50-100,,-1,91,27
0.9723793394219766,-0.6420416666686211,20-49,100-250,,-1,128,50
-2.9763636293360185,16.015579922253867,20-49,,,0,0,30
0.9346176428905792,-10.487418978825135,20-49,0-50,0-1,-1,34,48
-12.8540264340867,-4.674865194177247,20-49,50-100,0-1,4,93,26
-9.82103528797234,0.9900402341607063,1000-5999,250-500,2-3,13,317,2075
0.11500519000703574,-8.087781598368327,20-49,100-250,0-1,24,178,24
-7.344841027658163,-6.866592689897666,300-399,100-250,,-1,175,396
-4.770739929552343,0.511218394804773,50-99,0-50,0-1,26,5,51
-8.062757440088683,-10.93952543510622,20-49,100-250,0-1,6,124,24
3.483118579579102,-0.32265890067070163,,100-250,0-1,23,201,20
-2.3767761255104167,-4.50428735835933,300-399,100-250,0-1,-1,231,352
-7.775569019703304,-5.717340107190434,20-49,50-100,0-1,34,68,26
-7.110185333631171,-10.384510608702834,20-49,50-100,0-1,6,89,22
-14.034269676752773,-5.720606371152216,20-49,100-250,0-1,4,159,21
13.922966273112378,1.0087037118406657,100-299,100-250,0-1,12,125,123
13.921092340392944,1.0040410157964725,100-299,100-250,0-1,12,124,117
13.474411185602452,2.901282486046504,500-999,100-250,0-1,63,233,748
-4.735253772494568,4.099572718479304,20-49,100-250,,30,231,27
-13.069494819149835,4.596684368996598,20-49,100-250,0-1,8,182,33
-9.197126523348315,-11.17935925810817,20-49,100-250,,6,138,23
3.3244586588853657,2.342343127402427,20-49,100-250,0-1,-1,166,30
3.325341472516507,2.291483159416191,20-49,50-100,0-1,-1,84,28
-0.758650597757328,8.297113227525761,20-49,0-50,0-1,10,7,32
2.5541149915822237,5.716239313355884,50-99,0-50,,-1,1,98
3.4449511360123424,-9.52891000327459,20-49,100-250,0-1,-1,121,28
2.0295446775517583,10.64163258915537,20-49,0-50,0-1,10,1,22
-2.6835875805477194,7.73480552183951,50-99,50-100,0-1,19,55,64
-2.3878665727164887,16.06763868030041,50-99,,0-1,0,0,58
-3.5081950626358593,15.095526836417296,20-49,,0-1,0,0,22
-2.3278610705901506,-6.206677559115537,20-49,50-100,0-1,27,58,34
5.009893703322558,-11.726093878318967,20-49,100-250,0-1,2,131,32
2.522205950341828,-10.231743823979864,20-49,50-100,0-1,48,88,32
10.417866674992453,-9.333154824807309,300-399,100-250,0-1,-1,249,324
-1.8311059576041406,15.935569343004504,50-99,,0-1,0,0,84
2.1345516374714766,10.17290587791099,100-299,0-50,0-1,10,1,125
3.0857573782563015,11.505078559614404,20-49,0-50,,-1,2,21
-13.444182684373697,4.155279559972818,20-49,250-500,,8,315,25
2.7217618404646204,-2.0160648127973926,20-49,100-250,0-1,23,187,43
-6.7388811022036705,7.595876005266884,20-49,100-250,0-1,14,239,33
3.518474196507021,-2.7351181947521197,20-49,100-250,0-1,23,167,26
-10.385031055346467,-6.337091756410387,20-49,50-100,,4,71,21
14.35088778337441,1.502622216826797,20-49,100-250,,12,119,40
3.2408724359721326,-10.64454309936836,20-49,0-50,0-1,48,42,36
0.5354319843864203,5.932625399096975,20-49,0-50,0-1,35,2,40
-8.029341967415945,8.32918121579649,20-49,100-250,,14,203,27
-12.325851493658721,-0.48457912461761943,500-999,100-250,3-4,25,205,811
-9.53303357149248,1.3081898507514114,1000-5999,250-500,3-4,13,258,2766
5.3018243650036245,13.93623442970957,6000+,,20-50,17,0,10356
-5.198783358331895,-6.662888317540706,100-299,100-250,0-1,-1,117,182
6.9201878823779115,3.074400684979828,500-999,500-1000,2-3,7,530,988
-13.42611310054997,4.101879001792791,20-49,250-500,,8,292,22
-3.235709198376471,15.854354961332202,20-49,,,0,0,35
5.105649311695816,-11.664520353116512,50-99,50-100,0-1,2,65,77
4.077840404830816,14.595368322798626,1000-5999,,4-5,17,0,1835
-9.500994997979873,5.089688526585668,50-99,0-50,1-2,29,2,60
6.643581118266874,2.4252353380761784,300-399,250-500,1-2,7,419,320
7.1252017661535145,-13.019672384713411,50-99,100-250,0-1,2,108,81
2.841149271490088,9.505661181160454,50-99,0-50,0-1,10,1,85
-12.743458840098981,-4.08378361430752,50-99,50-100,0-1,4,61,84
6.758921448961034,-0.947665955080611,,100-250,0-1,-1,210,20
-7.630733090603443,8.255719085406385,20-49,100-250,0-1,14,210,21
2.2084309569707394,-4.95615676381146,20-49,100-250,0-1,24,110,27
-14.370397491754,-6.480484216046985,,50-100,0-1,4,93,20
8.209777911271159,-6.908229682540594,100-299,100-250,0-1,-1,165,252
8.24205520024405,-6.917458250738723,100-299,100-250,0-1,-1,161,252
0.5337237768376771,-7.149978266453086,20-49,50-100,0-1,24,97,44
2.8533687938425416,-6.458824396706409,20-49,100-250,,52,211,38
-2.945451696081003,-13.102243129280826,50-99,50-100,0-1,-1,91,83
-9.198378400294411,-8.032496588526863,20-49,100-250,0-1,33,129,30
-9.956815283885815,5.6869559577418665,500-999,,0-1,29,0,706
-2.8786263688759517,0.6419315036067825,300-399,0-50,2-3,-1,48,359
0.17923439173704658,4.833930515082186,20-49,0-50,1-2,-1,6,44
-3.6538718953679608,-2.406554236235566,20-49,50-100,,-1,75,34
-2.3827401943871065,6.211251648263428,100-299,0-50,0-1,-1,4,193
7.143924171048084,9.9496558125511,20-49,,0-1,57,0,32
11.290500502577641,-5.747157851053901,,50-100,0-1,56,66,20
11.287090984276803,-5.320600857580112,20-49,100-250,0-1,56,146,22
12.557908879909435,-4.294363379705945,20-49,50-100,0-1,56,93,22
11.181451375368594,-5.10311725484911,20-49,100-250,0-1,56,113,38
7.310960900842292,10.245282038006625,20-49,,0-1,57,0,27
12.118528674379757,-4.571830946857225,20-49,100-250,,56,149,22
6.66017368209207,9.442154171975886,50-99,0-50,0-1,57,1,66
12.9241873228432,-5.073529061411095,1000-5999,100-250,2-3,56,242,2383
10.099929364218818,-5.657340390712901,,50-100,0-1,-1,80,20
13.090674765841355,-4.890918053849176,20-49,100-250,0-1,-1,134,37
13.209824783841436,-4.835690295131493,20-49,50-100,,-1,76,22
11.210375890095484,-5.103239577772709,50-99,50-100,0-1,56,54,71
11.334272989849435,-5.386202532412453,20-49,50-100,0-1,56,91,23
12.519940493745494,-4.414038875693671,20-49,100-250,0-1,56,160,26
11.494789856780818,-4.882496899063625,300-399,100-250,0-1,56,106,303
11.514279278807967,-5.794039283601645,20-49,100-250,0-1,56,127,24
13.17161938786688,-4.843167372500665,20-49,100-250,0-1,-1,107,22
5.878438216190059,11.508678956037825,50-99,,0-1,-1,0,86
-2.7047239056595416,-12.63308292313124,20-49,500-1000,,-1,602,30
-11.367155436350174,-5.297697953797504,20-49,100-250,0-1,4,133,39
1.93788348741862,8.445414124898505,20-49,0-50,,10,2,29
-1.1948559334443236,7.409218413441949,50-99,0-50,1-2,-1,3,84
3.543401068819685,-13.50287538131261,20-49,100-250,,2,114,29
4.522712022749442,8.559334235812239,20-49,0-50,0-1,43,4,38
4.644938641271797,-12.822535806439193,,50-100,0-1,2,96,20
-6.609319490865927,7.718965814464047,20-49,100-250,,14,208,22
-4.4995586562197,14.649410733713632,50-99,,0-1,0,0,78
3.4945059963508283,5.24271496291382,20-49,0-50,0-1,-1,14,29
9.285105542832849,-8.001975109006956,1000-5999,250-500,2-3,44,334,1007
-8.464509495908201,-0.9785120806624568,50-99,0-50,0-1,18,12,59
-9.570690225177461,-11.234775024916182,100-299,100-250,0-1,6,134,162
1.2854466777901323,8.749482180386567,20-49,0-50,0-1,10,3,30
-13.418380121835646,-3.6442968508486224,50-99,50-100,0-1,4,59,60
-13.689359989346075,4.558302556292453,20-49,250-500,0-1,8,323,30
-7.341134691784662,-13.146175492774582,300-399,250-500,1-2,5,275,306
-7.508297422231359,-13.26585595600809,300-399,250-500,1-2,5,275,306
0.6905061612780465,7.68423738088545,300-399,0-50,0-1,-1,32,329
-0.49590683072484065,-11.485187711809587,,100-250,0-1,58,130,20
3.87570902817829,-0.3342021912924826,20-49,100-250,,23,213,43
14.551551348165955,1.8223271550790514,20-49,100-250,,12,149,25
1.477343925893684,2.342640712597847,100-299,250-500,,21,265,121
7.290168544085771,6.253659058363048,1000-5999,500-1000,3-4,1,554,1611
-13.831146081764185,-7.567063268680422,20-49,100-250,,4,157,29
-13.254209745992078,4.479897892327973,20-49,100-250,0-1,8,213,23
1.2904792746434526,-8.598609272918962,,100-250,,-1,192,20
-8.568766367005948,-2.4306168645186554,20-49,50-100,0-1,18,56,50
-5.745876573631445,2.735517569353327,20-49,50-100,,-1,98,25
7.195096183431983,-12.520378005698454,20-49,100-250,0-1,2,159,21
-2.993746603916709,-7.227676121759513,100-299,100-250,,-1,128,154
2.927070563276235,9.423941030856172,20-49,0-50,0-1,10,1,28
-0.4162825118553211,10.496336254139441,100-299,0-50,0-1,-1,3,196
-10.833307984098639,-4.88696527234587,20-49,50-100,0-1,4,61,22
11.459352960141707,3.4996910834969057,1000-5999,100-250,10-20,36,212,2455
-0.2692023930272469,14.1160265528538,20-49,,0-1,-1,0,35
-12.003534258937075,-6.3309552448012205,20-49,100-250,0-1,4,132,39
-0.417986710931027,-13.140315602885698,20-49,50-100,,53,53,22
5.824548612391661,11.553618522075718,300-399,0-50,0-1,-1,1,323
-2.3588042774328954,-6.351122808588722,20-49,0-50,0-1,27,33,44
-6.928646464523054,-10.489846437632043,50-99,50-100,0-1,6,86,52
-8.94092528285536,-12.332442609227538,20-49,100-250,,6,158,21
14.484918067839521,1.1666464452624443,20-49,100-250,0-1,12,146,43
14.579544273583748,0.8675869388619319,20-49,100-250,,12,166,35
-10.995247431624138,-9.346192691014673,20-49,100-250,0-1,-1,135,40
6.124021293518309,-2.658687844001687,20-49,100-250,,-1,232,29
0.2578053140452962,-4.905451509631557,20-49,50-100,0-1,-1,79,43
5.240797712293804,2.4069807517382107,100-299,250-500,1-2,7,346,277
-11.494259972991063,-7.1615491968664875,20-49,100-250,0-1,4,128,33
-0.2990678461906921,7.625425305049401,100-299,0-50,1-2,10,25,146
-1.2494705041789045,-1.2451849471798833,300-399,,5-10,-1,0,339
-4.4113726079192395,15.898373887039115,50-99,,,0,0,58
5.2089303252187715,-1.7736261699581375,100-299,100-250,0-1,41,105,150
4.468741852994787,3.509471356899679,300-399,500-1000,0-1,-1,501,332
-10.585054475535612,-6.952441102947392,20-49,0-50,,-1,43,26
4.406285402734433,-3.5910096522927812,50-99,50-100,0-1,23,80,79
7.632279629866316,0.619999315389065,300-399,250-500,0-1,38,426,313
7.880696959859761,0.7848334510285303,300-399,250-500,0-1,38,366,321
-8.213072291989956,-13.053719299814468,300-399,250-500,0-1,-1,321,374
15.03201438513197,1.6989347820047502,20-49,100-250,,12,129,21
3.262427108198449,-6.350112952191603,20-49,250-500,,52,254,30
3.898966739458188,8.29552000335128,50-99,0-50,0-1,43,1,97
-8.082863139464013,-13.588914298266012,100-299,100-250,0-1,5,193,263
0.6661682902820548,10.938999397547331,100-299,0-50,,45,1,261
-5.616016706962931,-1.1263520155675,50-99,0-50,0-1,22,4,88
-11.623929040309035,-9.16625044760525,50-99,100-250,,-1,158,53
-1.9583631782343478,-2.015552323783048,20-49,250-500,0-1,50,265,21
-8.596552386988696,-1.097457755627033,50-99,0-50,0-1,18,31,76
0.8441840779487912,-8.323377146911339,20-49,100-250,0-1,24,156,38
-0.08486754645971259,9.227072362280241,300-399,0-50,0-1,10,14,340
3.574819937510506,-14.88376848860966,20-49,100-250,0-1,-1,101,37
8.95273993137606,-7.372462780358791,300-399,100-250,0-1,44,238,321
0.29090772211465726,-7.312084937279479,20-49,100-250,,24,170,26
1.9154619132647852,9.12776526617302,20-49,0-50,0-1,10,2,25
-6.1410086399928705,-5.7441899850707285,20-49,50-100,0-1,3,88,44
7.22931823738339,6.326079068864194,1000-5999,250-500,5-10,1,406,1515
12.351032596084437,-2.0292239127090044,,100-250,,-1,178,20
1.6058086665566682,-10.258323046416495,50-99,100-250,0-1,48,118,92
7.209826111511401,3.777436324097763,300-399,250-500,1-2,7,464,305
-6.2651569445465585,-6.199979092444472,50-99,50-100,0-1,3,66,54
-0.7696671942917502,3.9979695062281286,50-99,0-50,,49,1,77
-7.134990383660468,-10.459095120229176,20-49,50-100,0-1,6,83,36
-7.390049886378655,7.494272417141743,20-49,100-250,0-1,14,107,23
-8.499779322471818,4.747754746076659,20-49,,,-1,0,35
-13.168005560118809,4.091630330871893,,250-500,,8,316,20
5.99494016905681,-12.711205163045868,20-49,100-250,0-1,2,152,39
12.647607161983197,0.26579276571930677,,50-100,0-1,12,76,20
5.888470255558027,4.614881000389365,300-399,500-1000,,7,669,394
5.563890751431127,-12.003392293868549,50-99,50-100,0-1,2,70,54
8.025329979136039,2.9942393276876085,300-399,250-500,0-1,7,423,323
2.743497310242641,9.484259677314485,20-49,0-50,0-1,10,2,24
8.88187922847943,-4.9910391585200555,300-399,250-500,0-1,16,257,354
2.5997369843251654,10.462159457242047,20-49,0-50,,10,1,43
9.304779398154922,-8.141874064265336,300-399,250-500,,44,256,388
-13.655083054929548,-7.720579144260318,,100-250,,4,138,20
-13.409114270715667,5.251228009542379,20-49,250-500,0-1,8,266,22
-1.3666183348719174,5.862509736627986,50-99,0-50,,-1,9,73
-9.133795055019707,-7.998179029161903,300-399,250-500,0-1,33,260,349
-6.504550539178747,-6.499238140186432,50-99,0-50,0-1,3,49,63
-7.0869707289866675,-10.075483787450583,20-49,50-100,,6,66,24
-6.058338267895312,-6.501024336444896,100-299,50-100,0-1,3,76,224
5.794341391406214,11.610865254763402,50-99,,1-2,-1,0,65
7.493019325510913,-5.408729438540094,20-49,50-100,0-1,-1,80,24
2.0524112858255945,-14.247121620170564,50-99,50-100,,37,74,57
-2.3345251612665168,15.117733339990652,20-49,,,0,0,25
-13.222503017414365,3.092330581380117,1000-5999,250-500,4-5,8,453,1009
5.6790913299743595,-13.642008752780045,50-99,100-250,,2,155,64
0.43611499793617753,-1.71366298796798,20-49,250-500,0-1,-1,256,41
-6.024791182202819,7.1656857058561485,20-49,50-100,0-1,14,89,32
3.2180119169434307,9.405333640542798,20-49,0-50,0-1,10,1,22
-5.190229654302938,0.14006616223046497,50-99,0-50,0-1,22,3,64
3.596434926117789,10.5867057071624,50-99,0-50,,-1,2,76
-11.87832229427346,-5.622701354206624,20-49,100-250,0-1,4,131,32
2.3050317288153197,-6.349087531292374,20-49,250-500,0-1,24,280,22
-9.805210581794823,-10.51453952413206,50-99,100-250,,6,105,65
3.0001988408962945,9.029211036244751,20-49,0-50,0-1,10,1,33
1.7093474745160102,-6.34149937881053,,100-250,0-1,24,210,20
-12.477255873248513,-1.042358506066887,300-399,100-250,0-1,-1,213,306
-13.42492777753391,3.200387941213695,300-399,500-1000,0-1,8,561,311
3.56468416753394,5.782124198904517,20-49,0-50,,-1,2,28
0.9681039643914984,13.62328241802988,20-49,,,-1,0,30
-3.2900680449614983,-0.304189410530614,20-49,0-50,0-1,51,50,24
-11.857469747623652,-5.300899528501818,20-49,100-250,0-1,4,111,25
-13.956504603418123,-5.32020092913342,20-49,50-100,0-1,4,100,28
-2.503400063845481,16.040637544483836,20-49,,0-1,0,0,21
-12.687518942609616,3.874994252936992,50-99,100-250,,8,177,80
-2.928027023686684,16.052670950097355,20-49,,,0,0,23
1.396629680897417,15.237148092468583,20-49,,0-1,28,0,34
3.2606527823579277,-4.40892044906072,20-49,100-250,,54,228,24
13.212448300092582,-0.7500948970259554,20-49,50-100,0-1,12,90,29
-4.799286483777778,-4.0366339246814675,20-49,100-250,0-1,-1,125,30
7.488952899473581,6.548284767118293,1000-5999,500-1000,2-3,1,568,2194
7.48641423237277,6.536012983020182,1000-5999,500-1000,2-3,1,546,2166
8.680077934630607,-11.335325000232919,20-49,100-250,0-1,62,136,21
6.618304407047305,4.351231161788156,300-399,250-500,0-1,7,387,313
-6.373378154929415,1.0870969299670417,20-49,0-50,1-2,-1,21,47
4.968128436746498,2.250893065880334,300-399,250-500,0-1,7,500,326
6.05716772641352,-10.323228190086308,20-49,50-100,0-1,2,73,22
11.622941906451636,3.45119175603918,1000-5999,250-500,1-2,36,270,1704
4.8978419326397535,-0.40125991414332346,50-99,100-250,0-1,-1,250,84
4.918350069473486,-0.3566667029754246,100-299,250-500,0-1,-1,278,108
-8.64060690176322,-7.7090958155199605,100-299,100-250,,33,173,135
-3.5228578732139,-0.17567498144371949,20-49,0-50,,51,3,37
-5.110562082516546,3.15378984602386,20-49,50-100,0-1,30,70,25
-3.722582080161544,2.3062060580861754,100-299,0-50,,-1,12,156
-3.0167879584212023,6.5111687622780785,50-99,0-50,1-2,19,25,66
12.559880658536791,1.4262715238273633,,100-250,,12,137,20
6.758545538770664,-0.9970444525645578,20-49,100-250,0-1,-1,101,28
-7.4329189887140865,8.240915672546716,20-49,100-250,,14,205,34
5.77556871485458,-13.005944716776593,20-49,100-250,,2,139,32
6.846430949758151,-13.008567144656812,20-49,100-250,0-1,2,125,42
-6.8106046411132475,9.305188874387289,100-299,250-500,0-1,14,412,234
-12.657032324451206,-4.691961623010612,20-49,100-250,0-1,4,114,22
4.612372065415932,-9.02400358825268,50-99,0-50,,31,21,52
2.818684924168774,-1.8291357044970558,,100-250,0-1,23,140,20
-12.047710223682753,-2.8300731573303834,20-49,50-100,0-1,4,79,32
7.472505675736541,6.435446556241947,1000-5999,250-500,2-3,1,443,2100
14.355720351489138,2.444087590314286,,100-250,,12,135,20
-13.352342816424217,-8.325253330532215,50-99,50-100,,4,80,85
0.5833182464761734,-10.26617398615233,20-49,100-250,0-1,-1,119,24
-6.899335797449163,6.989973819248511,,250-500,0-1,14,269,20
1.919904649962529,-6.451543321164868,20-49,100-250,1-2,24,233,40
-8.964999275675563,-7.948518337392113,20-49,50-100,0-1,33,68,26
-1.881613193618906,14.063957746192392,500-999,,4-5,0,0,617
4.7320319672253115,-13.801332283571046,20-49,50-100,0-1,2,64,25
5.477982150428142,1.8830633522585603,100-299,250-500,0-1,7,257,261
-2.0139629564330517,14.94447785172961,20-49,,0-1,0,0,26
6.058582266562223,-11.054934144238313,20-49,0-50,0-1,2,23,30
-10.802562189418374,4.517769046591714,20-49,0-50,,29,40,24
-13.675701553527944,-4.986859317838182,20-49,100-250,0-1,4,135,48
-2.9871874723683924,14.869982299566173,20-49,,0-1,0,0,28
11.902478005325856,3.443977190918501,1000-5999,250-500,1-2,36,342,1415
-1.2109974909752186,-11.234634985202064,100-299,50-100,0-1,58,88,129
-5.8218587580997605,-2.2672433798597336,20-49,0-50,0-1,-1,6,40
-5.28074785407206,8.58142327858935,20-49,50-100,,14,61,50
3.323998965605265,4.238734965461701,100-299,0-50,1-2,-1,2,157
6.059532490026924,2.8289359180644302,300-399,250-500,0-1,7,434,312
-12.9954750900265,-3.6028107555191404,20-49,50-100,0-1,4,80,33
-4.970386686464192,-9.19139165326924,20-49,50-100,0-1,64,80,28
3.6351307871847287,-3.0217527152355053,20-49,250-500,0-1,23,283,25
-9.043987987709441,-11.793229108802473,20-49,100-250,,6,139,23
-3.0441520218747393,-0.10734000633274422,20-49,0-50,0-1,51,2,50
-0.5385013855748977,8.849946008592797,400-499,0-50,1-2,10,18,469
-0.6003037606198627,8.844779398784107,400-499,0-50,1-2,10,18,469
-0.6686584916920624,7.712435010053125,20-49,0-50,0-1,10,6,25
6.438901542611178,-15.330107169377994,20-49,100-250,,2,109,27
5.408930979394472,-8.849950899895733,20-49,0-50,0-1,31,12,23
